,Produktgruppe,Menge,Gewicht,Mass 1,Kunden-Nr.,Land,Zustellercode,Transportschaden
9229,PLISSEE_20,1.0,1.05,78.5,15072,DE,UPS,0
9230,PLISSEE_20,2.0,1.27,63.7,16219,DE,UPS,0
9231,ROLLO,1.0,0.97,38.3,24214,DE,UPS,0
9232,INSCHUTZ,1.0,0.0,0.0,15058,DE,TOUR_SPED,0
9233,INSCHUTZ,3.0,0.0,0.0,31097,DE,TOUR_SPED,0
9234,KOLLEKTION,3.0,4.17,0.0,29255,DE,UPS,0
9235,BEFESTIGUN,1.0,0.0,0.0,35950,DE,DHL,0
9236,ROLLO,1.0,2.19,112.0,35481,FR,UPS,0
9237,PLISSEE_20,2.0,2.06,82.8,26600,DE,UPS,0
9238,INSCHUTZ,1.0,0.0,0.0,19663,DE,TOUR_SPED,0
9239,LAMELLE,1.0,3.52,254.3,21074,DE,UPS,0
9240,LAMELLE,92.0,0.0,1150.5,16279,DE,TOUR_SPED,0
9241,PLISSEE_20,2.0,2.16,97.0,21547,DE,UPS,0
9242,PLISSEE_WA,1.0,0.715,56.2,35950,AT,UPS,0
9243,PLISSEE_WA,1.0,1.6,99.6,35950,DE,UPS,0
9244,PLISSEE_20,3.0,3.15,177.6,18430,DE,UPS,0
9245,PLISSEE_20,29.0,0.0,977.3,34984,DE,TOUR_SPED,0
9246,PLISSEE_WA,12.0,8.245,344.9,30742,IT,UPS,0
9247,INSCHUTZ,8.0,0.0,0.0,28272,DE,TOUR_SPED,0
9248,ROLLO,4.0,33.68,376.5,35950,DE,UPS,0
9249,LAMELLE,5.0,0.475,0.0,26431,DE,UPS,0
9250,JALOUSIE,2.0,3.56,84.5,16907,DE,UPS,0
9251,KOLLEKTION,19.0,7.82,0.0,29917,DE,UPS,0
9252,PLISSEE_20,1.0,1.07,82.6,24178,DE,UPS,0
9253,INSCHUTZ,1.0,0.0,0.0,27848,DE,TOUR_SPED,0
9254,INSCHUTZ,2.0,1.88,0.0,33278,BE,UPS,0
9255,STIFTE,4.0,0.0,0.0,27297,DE,DHL,0
9256,FVORHANG,1.0,1.85,90.0,21421,DE,UPS,0
9257,PROSPEKTE,350.0,7.405,0.0,30568,DE,UPS,0
9258,PLISSEE_WA,3.0,3.65,262.3,35950,DE,UPS,0
9259,ROLLO,11.0,0.0,987.0,15612,DE,TOUR_SPED,0
9260,ROLLO,1.0,3.49,160.0,35950,DE,UPS,0
9261,ROLLO,1.0,1.395,97.0,35950,DE,UPS,0
9262,INSCHUTZ,1.0,0.0,0.0,16956,DE,TOUR_SPED,0
9263,PLISSEE_20,2.0,0.0,73.5,29342,DE,ABHOLER,0
9264,ROLLO,1.0,1.53,104.5,35950,DE,UPS,0
9265,ROLLO,1.0,5.315,126.5,17089,DE,UPS,0
9266,PLISSEE_WA,2.0,1.38,59.0,37027,DE,UPS,0
9267,ROLLO,1.0,1.38,121.5,35950,DE,UPS,0
9268,ROLLO,1.0,1.765,91.1,35950,DE,UPS,0
9269,PLISSEE_20,11.0,5.815,166.7,35950,AT,UPS,0
9270,PLISSEE_20,2.0,1.26,127.5,15569,DE,UPS,0
9271,PLISSEE_20,4.0,3.22,289.2,31370,DE,UPS,0
9272,PLISSEE_20,6.0,0.0,0.0,19355,DE,DHL,0
9273,PLISSEE_20,1.0,1.135,97.5,35950,DE,UPS,0
9274,PLISSEE_20,3.0,1.925,114.5,35950,CH,UPS,0
9275,ROLLO,2.0,4.305,254.60000000000002,35950,DE,UPS,0
9276,SONSTIGE,50.0,0.0,0.0,27461,DE,DHL,0
9277,FVORHANG,4.0,1.68,60.0,24214,DE,UPS,0
9278,PLISSEE_20,10.0,6.73,230.20000000000002,33813,DE,UPS,0
9279,PLISSEE_20,6.0,4.055,169.4,35950,DE,UPS,0
9280,ROLLO,2.0,2.29,192.0,19644,DE,UPS,0
9281,LAMELLE,73.0,5.955,0.0,15237,DE,UPS,0
9282,PLISSEE_20,12.0,1.34,140.1,27421,DE,UPS,0
9283,PLISSEE_20,10.0,5.43,337.9,19955,DE,UPS,0
9284,INSCHUTZ,4.0,0.0,0.0,17760,DE,TOUR_SPED,0
9285,PLISSEE_20,30.0,0.0,0.0,18009,DE,DHL,0
9286,REPARATUR,1.0,0.0,242.8,26909,DE,TOUR_SPED,0
9287,PLISSEE_20,4.0,3.54,123.5,27477,BE,UPS,0
9288,LAMELLE,1.0,0.0,647.0,37190,DE,TOUR_SPED,0
9289,LAMELLE,274.0,0.31,0.0,36832,DE,UPS,0
9290,ROLLO,1.0,3.06,0.0,16460,DE,UPS,0
9291,PLISSEE_20,1.0,1.76,120.6,27461,DE,UPS,0
9292,PLISSEE_20,2.0,0.99,58.4,16402,DE,UPS,0
9293,PLISSEE_20,3.0,1.55,136.0,15886,DE,UPS,0
9294,PLISSEE_20,1.0,0.53,32.9,22009,DE,UPS,0
9295,PLISSEE_20,18.0,11.56,360.6,17211,DE,UPS,0
9296,PLISSEE_20,2.0,1.03,87.9,28474,DE,UPS,0
9297,ROLLO,5.0,3.125,162.7,35950,DE,UPS,0
9298,LAMELLE,4.16,0.0,0.0,15777,DE,TOUR_SPED,0
9299,JALOUSIE,7.0,36.53,864.0,34938,DE,UPS,1
9300,INSCHUTZ,0.9,0.0,0.0,25533,DE,UPS,0
9301,KOLLEKTION,3.0,4.18,0.0,36739,NL,UPS,0
9302,PLISSEE_20,1.0,0.36,23.5,19469,DE,UPS,0
9303,INSCHUTZ,3.92,0.0,0.0,28853,DE,TOUR_SPED,0
9304,ROLLO,1.0,3.58,128.1,35950,DE,UPS,0
9305,ENDKAPPEN,1.0,0.0,0.0,35950,DE,DHL,0
9306,INSCHUTZ,10.0,3.66,0.0,16210,DE,UPS,0
9307,BEFESTIGUN,1.0,0.0,0.0,35950,DE,DHL,0
9308,PLISSEE_20,6.0,3.33,116.5,24895,DE,UPS,0
9309,PLISSEE_20,3.0,1.16,77.0,19590,DE,UPS,0
9310,PLISSEE_20,1.0,0.0,198.0,29342,DE,ABHOLER,0
9311,PLISSEE_20,5.0,3.52,353.70000000000005,18009,DE,UPS,0
9312,INSCHUTZ,2.0,0.0,0.0,21621,DE,TOUR_SPED,0
9313,ROLLO,20.0,0.0,508.0,21086,DE,TOUR_SPED,0
9314,ROLLO,2.0,3.07,63.0,28826,BE,UPS,0
9315,PLISSEE_WA,2.0,2.4,199.0,16395,DE,UPS,0
9316,PLISSEE_20,4.0,5.215,271.4,35950,DE,UPS,0
9317,GETRIEBE,2.0,0.0,0.0,28846,DE,DHL,0
9318,PLISSEE_WA,1.0,0.875,70.0,35950,DE,UPS,0
9319,PLISSEE_20,1.0,1.11,95.0,29139,DE,UPS,0
9320,ROLLO,1.0,4.075,120.0,30497,IT,UPS,0
9321,INSCHUTZ,16.0,0.0,0.0,20449,DE,TOUR_SPED,0
9322,PLISSEE_20,1.0,0.945,74.2,35950,DE,UPS,0
9323,ROLLO,4.0,13.43,186.0,35950,DE,UPS,0
9324,BEFESTIGUN,1.0,0.0,0.0,35950,DE,DHL,0
9325,INSCHUTZ,3.0,0.0,0.0,29198,DE,TOUR_SPED,0
9326,PLISSEE_20,1.0,0.0,0.0,28474,DE,DHL,0
9327,PLISSEE_20,3.0,9.81,482.0,19100,DE,UPS,0
9328,PLISSEE_20,2.0,1.05,50.0,18280,DE,UPS,0
9329,PLISSEE_20,30.0,0.0,0.0,15883,DE,DHL,0
9330,PLISSEE_WA,3.0,7.22,355.9,18053,DE,UPS,0
9331,PLISSEE_20,2.0,1.69,173.3,23404,DE,UPS,0
9332,INSCHUTZ,15.0,0.0,0.0,20259,DE,DHL,0
9333,ROLLO,1.0,2.94,97.3,16899,DE,UPS,0
9334,PLISSEE_20,2.0,1.31,61.1,34697,DE,UPS,0
9335,SCHRAUBEN,10.0,0.0,0.0,27447,BE,DHL,0
9336,PLISSEE_20,1.0,1.16,88.1,22756,CH,UPS_CH,0
9337,INSCHUTZ,2.0,0.0,0.0,23266,DE,TOUR_SPED,0
9338,ROLLO,3.0,1.685,119.5,35950,DE,UPS,0
9339,PLISSEE_WA,1.0,0.57,36.2,35950,DE,UPS,0
9340,PLISSEE_20,1.0,0.57,40.7,35950,DE,UPS,0
9341,LAMELLE,15.0,1.19,0.0,19357,SE,UPS,0
9342,INSCHUTZ,4.0,0.0,0.0,20522,DE,TOUR_SPED,0
9343,ROLLO,1.0,2.31,100.0,35950,DE,UPS,0
9344,JALOUSIE,4.0,1.19,0.0,17794,DE,UPS,0
9345,INSCHUTZ,3.0,0.0,0.0,24773,DE,TOUR_SPED,0
9346,LAMELLENVO,0.2,0.0,0.0,27942,DK,DHL,0
9347,ROLLO,2.0,3.22,168.0,27883,DE,UPS,0
9348,SCHNUR,50.0,0.0,0.0,27461,DE,DHL,0
9349,PLISSEE_20,4.0,3.355,371.8,35950,AT,UPS,0
9350,LAMELLE,5.0,0.0,953.1,29198,DE,TOUR_SPED,0
9351,ROLLO,1.94,4.525,100.0,19355,DE,UPS,0
9352,PLISSEE_20,1.0,0.86,82.0,33566,DE,UPS,0
9353,PLISSEE_20,1.0,1.035,65.0,35950,AT,UPS,0
9354,INSCHUTZ,1.0,0.0,0.0,19590,DE,TOUR_SPED,0
9355,PLISSEE_20,9.0,8.77,666.8,25735,DE,UPS,0
9356,PLISSEE_20,4.0,2.33,245.8,20272,DE,UPS,0
9357,PLISSEE_20,2.0,1.475,74.5,35950,DE,UPS,0
9358,REPARATUR,1.0,0.0,214.8,15719,DE,TOUR_SPED,0
9359,ROLLO,1.0,8.18,101.5,16562,DE,UPS,0
9360,INSCHUTZ,5.0,0.0,200.0,21191,DE,TOUR_SPED,0
9361,PLISSEE_20,1.0,2.0,99.5,29466,FR,UPS,0
9362,SHUTTERS,7.0,0.0,0.0,17303,DE,TOUR_SPED,0
9363,ROLLO,3.0,8.82,219.0,35950,DE,UPS,0
9364,INSCHUTZ,1.0,0.0,0.0,25308,DE,TOUR_SPED,0
9365,JALOUSIE,6.0,2.49,100.0,16907,DE,UPS,0
9366,PLISSEE_20,3.0,1.75,111.8,20259,DE,UPS,0
9367,ROLLO,1.0,0.0,215.5,19355,DE,TOUR_SPED,0
9368,PLISSEE_20,6.0,3.13,284.0,35950,DE,UPS,0
9369,LAMELLE,7.0,0.0,1180.0,18430,DE,TOUR_SPED,0
9370,INSCHUTZ,1.0,0.0,0.0,20272,DE,TOUR_SPED,0
9371,INSCHUTZ,9.3,0.0,0.0,32600,DE,TOUR_SPED,0
9372,PLISSEE_WA,7.0,7.0,360.9,15612,DE,UPS,0
9373,PLISSEE_20,2.0,1.21,51.2,35950,CH,UPS,0
9374,PLISSEE_20,1.0,2.29,121.5,25897,DE,UPS,0
9375,INSCHUTZ,1.899,1.68,0.0,18009,DE,UPS,0
9376,VARIOROLLO,2.0,4.38,198.5,18275,DE,UPS,0
9377,ROLLO,2.0,5.655,120.0,35950,DE,UPS,0
9378,PLISSEE_20,1.0,1.03,82.5,15569,DE,UPS,0
9379,ROLLO,6.0,2.12,122.0,35950,DE,UPS,0
9380,INSCHUTZ,2.0,0.0,0.0,27864,BE,TOUR_SPED,0
9381,GETRIEBE,1.0,0.0,0.0,15772,DE,DHL,0
9382,PLISSEE_20,2.0,1.48,81.3,15883,DE,UPS,0
9383,KOLLEKTION,2.0,1.05,0.0,30016,RS,UPS,0
9384,ROLLO,3.0,8.64,228.0,35950,CH,UPS,0
9385,PLISSEE_20,2.0,1.095,46.4,35950,DE,UPS,0
9386,ROLLO,3.0,1.09,116.1,35950,DE,UPS,0
9387,JALOUSIE,6.0,7.16,102.4,26630,DE,UPS,0
9388,FVORHANG,2.0,1.29,65.0,28339,DE,UPS,0
9389,LAMELLE,23.0,1.405,0.0,29632,DE,UPS,0
9390,REPARATUR,2.0,1.48,99.9,26808,DE,UPS,0
9391,JALOUSIE,3.0,7.91,302.0,23057,DE,UPS,0
9392,PLISSEE_20,25.0,0.0,1228.8,17211,DE,TOUR_SPED,0
9393,PLISSEE_20,2.0,1.865,181.9,35950,DE,UPS,0
9394,PLISSEE_WA,2.0,1.52,142.2,25986,DE,UPS,0
9395,ROLLO,3.0,3.46,153.0,35950,DE,UPS,0
9396,VARIOROLLO,1.0,3.9,0.0,19074,DE,UPS,0
9397,ROLLO,1.0,3.09,105.6,16402,DE,UPS,0
9398,PLISSEE_20,1.0,0.62,32.2,34769,DE,UPS,0
9399,PLISSEE_20,4.0,1.85,87.4,18659,DE,UPS,0
9400,PLISSEE_20,6.0,2.43,42.5,26457,DE,UPS,0
9401,PLISSEE_20,2.0,1.035,36.1,35950,DE,UPS,0
9402,PLISSEE_20,2.0,2.12,216.3,15886,DE,UPS,0
9403,PLISSEE_20,3.0,2.11,150.5,20827,DE,UPS,0
9404,PLISSEE_20,1.0,0.835,79.7,35950,DE,UPS,0
9405,PLISSEE_20,2.0,1.93,210.2,20710,DE,UPS,0
9406,PLISSEE_20,2.5,0.145,0.0,35950,AT,UPS,0
9407,STIFTE,3.0,0.0,0.0,19955,DE,DHL,0
9408,INSCHUTZ,3.0,0.0,0.0,28324,DE,TOUR_SPED,0
9409,PLISSEE_20,11.0,9.32,914.5,21702,DE,UPS,0
9410,FALTROLLO,1.0,3.14,145.0,16395,DE,UPS,0
9411,PLISSEE_20,2.0,2.21,215.5,29696,DE,UPS,0
9412,LAMELLE,2.0,0.0,433.0,17244,DE,TOUR_SPED,0
9413,ROLLO,1.0,0.85,60.8,30307,IT,UPS,0
9414,PLISSEE_20,3.0,1.905,120.2,35950,AT,UPS,0
9415,ROLLO,1.0,3.76,140.6,35950,DE,UPS,0
9416,ROLLO,4.0,14.695,379.0,33732,FR,UPS,1
9417,BEFESTIGUN,1.0,0.0,0.0,35950,DE,DHL,0
9418,PLISSEE_20,2.0,1.245,118.1,35950,DE,UPS,0
9419,ROLLO,2.0,6.77,244.0,35950,DE,UPS,0
9420,FÜHRUNGSPR,4.584,2.785,0.0,37338,DE,UPS,0
9421,LAMELLE,2.0,5.16,196.5,25001,DE,UPS,0
9422,PLISSEE_20,2.0,1.62,71.5,25386,DE,UPS,0
9423,ROLLO,3.0,0.0,0.0,19355,DE,DHL,0
9424,PLISSEE_20,1.0,1.02,94.5,15803,DE,UPS,0
9425,PLISSEE_WA,1.0,0.995,74.7,35950,DE,UPS,0
9426,KOLLEKTION,3.0,4.165,0.0,22890,DE,UPS,0
9427,ETIKETTEN,2.0,0.0,0.0,20796,DE,DHL,0
9428,PLISSEE_20,2.0,1.48,158.4,15160,DE,UPS,0
9429,PLISSEE_WA,1.0,0.88,56.7,35950,DE,UPS,0
9430,PLISSEE_20,4.0,5.73,494.9,20796,DE,UPS,0
9431,PLISSEE_20,3.0,2.84,248.2,35219,FR,UPS,0
9432,ROLLO,1.0,3.29,120.6,35950,DE,UPS,0
9433,BEFESTIGUN,1.0,0.0,0.0,35950,DE,DHL,0
9434,ROLLO,3.0,8.43,164.0,35950,DE,UPS,0
9435,PLISSEE_20,5.0,0.0,480.1,34984,DE,TOUR_SPED,0
9436,INSCHUTZ,1.0,0.0,0.0,17208,DE,TOUR_SPED,0
9437,PLISSEE_20,3.0,1.96,142.0,35950,AT,UPS,0
9438,PLISSEE_20,1.0,1.025,81.5,35950,DE,UPS,0
9439,PLISSEE_20,3.0,1.68,107.8,26007,DE,UPS,0
9440,PLISSEE_20,2.0,1.98,111.0,25556,DE,UPS,0
9441,PLISSEE_20,4.0,3.32,90.0,16064,DE,UPS,0
9442,PLISSEE_20,1.0,1.395,105.7,35950,DE,UPS,0
9443,PLISSEE_20,1.0,0.6,50.9,17634,DE,UPS,0
9444,PLISSEE_20,2.0,1.2,99.4,15971,DE,UPS,0
9445,JALOUSIE,1.0,2.86,132.5,15072,DE,UPS,0
9446,INSCHUTZ,2.0,0.0,0.0,15134,DE,TOUR_SPED,0
9447,ROLLO,3.0,4.43,59.5,19548,DE,UPS,0
9448,JALOUSIE,2.0,3.105,170.0,35950,DE,UPS,0
9449,PLISSEE_20,1.0,1.61,92.6,20483,DE,UPS,0
9450,PLISSEE_WA,10.0,6.52,106.80000000000001,35950,DE,UPS,0
9451,LAMELLE,88.0,2.605,0.0,29469,DE,UPS,0
9452,PLISSEE_20,1.0,0.94,77.0,16091,DE,UPS,0
9453,ROLLO,2.0,26.24,228.0,22756,CH,UPS_CH,0
9454,ROLLO,3.0,7.685,170.0,35950,DE,UPS,0
9455,PLISSEE_20,1.0,1.125,85.7,35950,DE,UPS,0
9456,PLISSEE_20,2.0,1.235,49.7,35950,AT,UPS,0
9457,PLISSEE_20,10.0,5.47,166.8,16312,DE,UPS,0
9458,PLISSEE_20,2.0,1.345,120.6,35950,AT,UPS,0
9459,PLISSEE_WA,2.0,2.24,75.0,18211,DE,UPS,0
9460,FVORHANG,11.0,0.0,452.0,15517,DE,TOUR_SPED,0
9461,KOLLEKTION,3.0,4.27,0.0,33562,FR,UPS,0
9462,ROLLO,4.0,14.905,265.5,35950,DE,UPS,0
9463,PLISSEE_20,9.0,5.92,468.1,26956,DE,UPS,0
9464,ROLLO,2.0,3.01,110.0,35950,DE,UPS,0
9465,ROLLO,2.0,2.54,97.3,35950,DE,UPS,0
9466,ROLLO,3.0,1.79,128.3,35950,DE,UPS,0
9467,PLISSEE_20,2.0,1.65,162.0,15160,DE,UPS,0
9468,LAMELLE,1.0,0.135,0.0,15001,DE,UPS,0
9469,PLISSEE_WA,6.0,13.77,472.7,24456,DE,UPS,0
9470,INSCHUTZ,2.2,1.68,0.0,23988,DE,UPS,0
9471,PLISSEE_20,1.0,1.65,95.8,17261,DE,UPS,0
9472,ROLLO,15.0,5.275,374.5,35950,CH,UPS,0
9473,PLISSEE_20,2.0,2.09,104.5,15719,DE,UPS,0
9474,PLISSEE_20,3.0,0.0,0.0,23243,DE,DHL,0
9475,PLISSEE_20,7.0,4.61,429.0,25532,DE,UPS,0
9476,PLISSEE_WA,4.0,2.585,58.4,35950,AT,UPS,0
9477,REPARATUR,1.0,5.44,140.6,15635,DE,UPS,0
9478,PLISSEE_WA,1.0,2.02,150.3,37190,DE,UPS,0
9479,PLISSEE_20,7.0,4.19,113.2,24089,DE,UPS,0
9480,ROLLO,2.0,11.075,457.0,35950,DE,UPS,0
9481,PLISSEE_WA,2.0,1.68,126.8,35950,DE,UPS,0
9482,SCHNUR,50.0,0.0,0.0,30620,DE,DHL,0
9483,PLISSEE_WA,2.0,1.83,80.2,24841,DE,UPS,0
9484,ROLLO,1.0,4.78,150.0,35950,DE,UPS,0
9485,PLISSEE_20,3.0,2.46,196.7,19955,DE,UPS,0
9486,KOLLEKTION,8.0,5.955,0.0,26616,DE,UPS,0
9487,ROLLO,3.0,6.745,182.0,35950,DE,UPS,0
9488,PLISSEE_20,2.0,2.005,194.89999999999998,35950,DE,UPS,0
9489,PLISSEE_20,2.0,1.97,85.5,23877,DE,UPS,0
9490,ROLLO,1.0,2.07,97.4,35950,DE,UPS,0
9491,PLISSEE_WA,2.0,1.635,124.4,35950,DE,UPS,0
9492,ROLLO,1.0,0.0,0.0,35950,DE,DHL,0
9493,PLISSEE_20,6.0,4.18,230.6,35950,DE,UPS,0
9494,KOLLEKTION,3.0,1.81,0.0,22756,CH,UPS_CH,0
9495,PLISSEE_20,2.0,1.56,68.5,23178,DE,UPS,0
9496,JALOUSIE,3.0,9.76,593.0,17659,DE,UPS,0
9497,PLISSEE_WA,1.0,0.645,33.7,35950,AT,UPS,0
9498,PLISSEE_20,2.0,3.865,235.0,35950,AT,UPS,0
9499,KOLLEKTION,3.0,4.185,0.0,23449,DE,UPS,0
9500,PLISSEE_20,1.0,0.86,73.2,35950,AT,UPS,0
9501,PLISSEE_WA,1.0,2.925,146.0,35950,DE,UPS,0
9502,SONSTIGE,1.0,0.0,0.0,16779,DE,DHL,0
9503,PLISSEE_20,1.0,1.02,87.0,35305,DE,UPS,0
9504,ROLLO,1.0,1.72,116.0,35950,CH,UPS,0
9505,PLISSEE_20,3.0,2.28,208.3,17885,DE,UPS,0
9506,ROLLO,4.0,2.25,243.0,35620,DE,UPS,0
9507,ROLLO,6.0,7.275,204.0,35950,DE,UPS,1
9508,PLISSEE_20,1.0,0.555,36.7,35950,CH,UPS,0
9509,WERBEMITTE,85.0,9.405,0.0,30742,IT,UPS,0
9510,PLISSEE_20,2.0,1.025,37.0,35950,DE,UPS,0
9511,ROLLO,2.0,5.29,108.5,30179,IT,UPS,0
9512,PLISSEE_20,2.0,1.24,63.4,36832,DE,UPS,0
9513,PLISSEE_20,1.0,1.44,96.7,33676,DE,UPS,0
9514,INSCHUTZ,4.0,0.0,0.0,34174,DE,TOUR_SPED,0
9515,PLISSEE_20,2.0,1.15,52.7,35950,DE,UPS,0
9516,PLISSEE_20,2.0,1.1,58.3,15184,DE,UPS,0
9517,INSCHUTZ,1.0,0.0,0.0,17241,DE,TOUR_SPED,0
9518,KOLLEKTION,3.0,4.18,0.0,34984,DE,UPS,0
9519,PLISSEE_20,4.0,0.485,0.0,35950,CH,UPS,0
9520,FVORHANG,8.0,0.0,460.0,36903,FR,SPED,0
9521,PLISSEE_20,10.0,13.505,710.8,21710,DE,UPS,0
9522,ROLLO,1.0,4.355,128.0,35950,DE,UPS,0
9523,GETRIEBE,1.0,0.0,0.0,28586,DE,DHL,0
9524,PLISSEE_20,1.0,1.2,97.1,21118,DE,UPS,0
9525,ROLLO,3.0,7.385,217.0,35950,DE,UPS,0
9526,INSCHUTZ,5.0,0.0,0.0,15612,DE,TOUR_SPED,0
9527,ROLLO,1.0,0.0,0.0,23005,DE,DHL,0
9528,PLISSEE_20,5.0,3.45,304.9,15067,DE,UPS,0
9529,ROLLO,1.0,3.205,130.0,35940,IT,UPS,0
9530,PLISSEE_20,2.0,1.22,53.7,35950,DE,UPS,0
9531,INSCHUTZ,1.0,0.0,0.0,25308,DE,TOUR_SPED,0
9532,PLISSEE_20,2.0,1.39,68.4,26135,DE,UPS,0
9533,PLISSEE_20,4.0,2.4,345.0,27371,FR,UPS,0
9534,PLISSEE_WA,2.0,1.975,67.2,35950,DE,UPS,0
9535,ROLLO,2.0,3.19,226.0,17244,DE,UPS,0
9536,PLISSEE_20,2.0,1.47,58.5,16064,DE,UPS,0
9537,ROLLO,3.0,4.24,417.0,16921,DE,UPS,0
9538,INSCHUTZ,1.0,0.0,0.0,19668,DE,TOUR_SPED,0
9539,PLISSEE_20,2.0,1.09,124.0,16064,DE,UPS,0
9540,PLISSEE_20,4.0,6.225,477.2,29667,DE,UPS,0
9541,PLISSEE_20,2.0,1.66,78.5,20710,DE,UPS,0
9542,KOLLEKTION,3.0,1.805,0.0,22756,CH,UPS_CH,0
9543,ROLLO,1.0,1.385,89.4,35950,DE,UPS,0
9544,PLISSEE_20,4.0,4.035,219.39999999999998,35950,DE,UPS,0
9545,PLISSEE_20,3.0,3.46,186.0,23252,DE,UPS,0
9546,PLISSEE_WA,3.0,2.15,45.8,28256,FR,UPS,0
9547,BEFESTIGUN,2.0,0.0,0.0,29912,DE,DHL,0
9548,LAMELLE,16.0,2.505,0.0,25116,DE,UPS,0
9549,INSCHUTZ,16.0,0.0,0.0,19643,DE,TOUR_SPED,0
9550,PLISSEE_20,4.0,3.67,187.1,23946,DE,UPS,0
9551,ROLLO,1.0,2.7,94.0,26428,DE,UPS,0
9552,PLISSEE_20,3.0,1.99,195.39999999999998,36776,DE,UPS,0
9553,ROLLO,1.0,3.915,113.2,35950,AT,UPS,0
9554,LAMELLE,1.0,2.68,165.0,28729,DE,UPS,0
9555,INSCHUTZ,1.0,0.685,65.5,37347,DE,UPS,0
9556,PLISSEE_20,1.0,1.185,81.5,35950,DE,UPS,0
9557,SCHNUR,8.0,0.0,0.0,27006,DE,DHL,0
9558,INSCHUTZ,2.1,0.0,0.0,17241,DE,DHL,0
9559,PLISSEE_WA,1.0,1.37,103.7,30356,DE,UPS,0
9560,PLISSEE_20,12.0,8.05,692.6,27117,DE,UPS,0
9561,ROLLO,2.0,6.495,200.0,35950,DE,UPS_CH,0
9562,PLISSEE_20,2.0,6.13,173.8,33371,DE,UPS,0
9563,ROLLO,4.0,8.16,245.0,35950,DE,UPS,0
9564,ROLLO,2.0,7.51,280.0,28510,DE,UPS,0
9565,PLISSEE_20,1.0,1.74,82.3,20110,DE,UPS,0
9566,ROLLO,3.0,0.745,85.3,35950,DE,UPS,0
9567,PLISSEE_20,5.0,0.69,86.1,20599,DE,UPS,0
9568,PLISSEE_20,3.0,2.475,176.4,35950,AT,UPS,0
9569,KOLLEKTION,3.0,1.845,0.0,22756,CH,UPS_CH,0
9570,FVORHANG,8.0,5.3,314.0,15570,DE,UPS,0
9571,FVORHANG,12.0,5.17,70.0,33034,DE,UPS,0
9572,PLISSEE_20,1.0,1.045,73.7,35950,DE,UPS,0
9573,PLISSEE_20,4.0,0.79,110.2,34142,DE,UPS,0
9574,PLISSEE_WA,2.0,1.03,44.0,29255,DE,UPS,0
9575,LAMELLE,2.0,7.175,248.0,17089,DE,UPS,0
9576,VARIOROLLO,1.0,7.81,155.0,20827,DE,UPS,0
9577,PLISSEE_20,10.0,4.28,242.9,16938,DE,UPS,0
9578,JALOUSIE,3.0,5.24,163.0,28510,DE,UPS,0
9579,PLISSEE_20,3.0,0.0,144.0,34984,DE,TOUR_SPED,0
9580,PLISSEE_20,2.0,2.065,87.7,35950,DE,UPS,0
9581,PLISSEE_WA,8.0,0.0,0.0,35950,DE,DHL,0
9582,FVORHANG,6.0,3.085,207.5,27294,DE,UPS,0
9583,ZUBEHÖRBEU,1.0,0.0,0.0,35950,DE,DHL,0
9584,INSCHUTZ,1.0,0.0,0.0,24545,DE,TOUR_SPED,0
9585,ROLLO,1.0,2.565,121.8,35950,DE,UPS,0
9586,PLISSEE_WA,1.0,0.78,59.5,35950,DE,UPS,0
9587,PLISSEE_20,3.0,2.68,80.3,15042,DE,UPS,0
9588,JALOUSIE,3.0,4.41,253.0,35950,DE,UPS,0
9589,ZUBEHÖRBEU,1.0,0.0,0.0,20557,DE,DHL,0
9590,ROLLO,1.0,4.02,165.5,22756,CH,UPS_CH,0
9591,PLISSEE_20,1.0,0.85,54.8,18457,DE,UPS,0
9592,ROLLO,1.0,1.715,83.5,35950,DE,UPS,0
9593,FALTROLLO,1.0,2.62,134.0,35844,DE,UPS,0
9594,INSCHUTZ,1.0,0.0,0.0,31299,DE,TOUR_SPED,0
9595,PLISSEE_20,2.0,1.02,48.7,35950,DE,UPS,0
9596,PLISSEE_20,1.0,2.08,116.0,17791,DE,UPS,0
9597,PLISSEE_20,2.0,1.44,133.2,35950,DE,UPS,0
9598,PLISSEE_WA,1.0,0.875,51.2,35950,DE,UPS,0
9599,FVORHANG,13.0,0.0,770.0,18576,DE,TOUR_SPED,0
9600,PLISSEE_WA,1.0,1.2,73.7,35950,AT,UPS,0
9601,ROLLO,2.0,10.37,317.0,16907,DE,UPS,0
9602,INSCHUTZ,5.0,0.0,0.0,34638,DE,TOUR_SPED,0
9603,ROLLO,1.0,4.37,200.0,27669,N_A,UPS,0
9604,PLISSEE_WA,2.0,2.28,86.0,26828,DE,UPS,0
9605,ROLLO,1.0,1.52,57.4,15612,DE,UPS,0
9606,INSCHUTZ,3.05,0.0,0.0,36053,DE,DHL,0
9607,PLISSEE_20,2.0,0.8,47.0,18331,DE,UPS,0
9608,JALOUSIE,2.0,0.0,0.0,17665,DE,DHL,0
9609,ROLLO,2.0,0.0,0.0,35950,DE,DHL,0
9610,INSCHUTZ,2.0,0.0,0.0,18985,DE,TOUR_SPED,0
9611,ROLLO,4.0,9.14,230.8,35950,DE,UPS,0
9612,PLISSEE_20,2.0,2.35,158.7,15102,DE,UPS,0
9613,LAMELLE,318.0,7.18,0.0,18233,DE,UPS,0
9614,KOLLEKTION,1.0,0.925,0.0,34955,IE,UPS,0
