,Produktgruppe,Menge,Gewicht,Mass 1,Kunden-Nr.,Land,Zustellercode,Transportschaden
23911,INSCHUTZ,1.0,0.0,0.0,29659,DE,TOUR_SPED,0
23914,ROLLO,9.0,0.0,940.5,34347,BE,TOUR_SPED,0
23916,INSCHUTZ,4.0,0.0,618.0,34452,DE,TOUR_SPED,0
23917,INSCHUTZ,6.0,0.0,0.0,36340,DE,TOUR_SPED,0
23919,INSCHUTZ,5.0,0.0,0.0,17195,DE,TOUR_SPED,0
23920,INSCHUTZ,1.0,0.0,0.0,25402,DE,TOUR_SPED,0
23921,INSCHUTZ,2.0,0.0,0.0,15591,DE,TOUR_SPED,0
23922,LAMELLE,16.0,0.0,3185.5,17060,DE,TOUR_SPED,0
23923,LAMELLE,6.0,0.0,1125.0,17060,DE,TOUR_SPED,0
23924,INSCHUTZ,5.0,0.0,0.0,18430,DE,TOUR_SPED,0
23926,LAMELLE,6.0,0.0,461.0,26909,DE,TOUR_SPED,0
23927,REPARATUR,1.0,0.0,242.8,26909,DE,TOUR_SPED,0
23928,INSCHUTZ,3.0,0.0,0.0,21623,DE,TOUR_SPED,0
23932,INSCHUTZ,5.2,0.0,420.0,26892,DE,TOUR_SPED,0
23933,LAMELLE,4.0,0.0,1032.0,27177,DE,TOUR_SPED,0
23934,JALOUSIE,4.0,0.0,773.0,26706,DE,TOUR_SPED,0
23935,ROLLO,5.0,0.0,543.0,15728,DE,TOUR_SPED,0
23936,INSCHUTZ,13.0,0.0,380.0,15001,DE,TOUR_SPED,0
23937,PLISSEE_WA,21.0,0.0,432.4,22947,DE,TOUR_SPED,0
23938,INSCHUTZ,5.0,0.0,0.0,29682,DE,TOUR_SPED,0
23939,ROLLO,5.0,0.0,612.0,28339,DE,TOUR_SPED,0
23940,ROLLO,8.0,0.0,329.6,28339,DE,TOUR_SPED,0
23941,JALOUSIE,7.0,0.0,828.0,20068,DE,TOUR_SPED,0
23942,LAMELLE,2.0,0.0,283.9,15244,DE,TOUR_SPED,0
23947,JALOUSIE,2.0,0.0,322.0,15376,DE,TOUR_SPED,0
23948,INSCHUTZ,3.1,0.0,0.0,22856,DE,TOUR_SPED,0
23951,INSCHUTZ,2.0,0.0,0.0,17760,DE,TOUR_SPED,0
23953,INSCHUTZ,3.0,0.0,0.0,17760,DE,TOUR_SPED,0
23961,REPARATUR,2.0,0.0,267.0,18455,DE,TOUR_SPED,0
23962,JALOUSIE,1.0,0.0,260.0,27744,DE,TOUR_SPED,0
23963,PLISSEE_20,21.0,0.0,1320.8,19074,DE,TOUR_SPED,0
23965,INSCHUTZ,1.0,0.0,0.0,17606,DE,TOUR_SPED,0
23967,INSCHUTZ,8.0,0.0,0.0,17577,DE,TOUR_SPED,0
23968,INSCHUTZ,3.0,0.0,216.2,17577,DE,TOUR_SPED,0
23969,INSCHUTZ,2.0,0.0,217.3,17577,DE,TOUR_SPED,0
23971,INSCHUTZ,6.0,0.0,0.0,34638,DE,TOUR_SPED,0
23973,INSCHUTZ,5.0,0.0,0.0,15264,DE,TOUR_SPED,0
23975,INSCHUTZ,2.0,0.0,0.0,29302,DE,TOUR_SPED,0
23976,ROLLO,1.0,0.0,220.0,20665,DE,TOUR_SPED,0
23977,INSCHUTZ,2.0,0.0,0.0,20382,DE,TOUR_SPED,0
23978,INSCHUTZ,1.0,0.0,0.0,20696,DE,TOUR_SPED,0
23980,JALOUSIE,7.0,0.0,925.0,17931,DE,TOUR_SPED,0
23981,ROLLO,9.0,0.0,406.5,26643,DE,TOUR_SPED,0
23983,INSCHUTZ,2.0,0.0,0.0,19325,DE,TOUR_SPED,0
23984,INSCHUTZ,1.0,0.0,0.0,19325,DE,TOUR_SPED,0
23987,JALOUSIE,3.0,0.0,188.0,18434,DE,TOUR_SPED,0
23988,LAMELLE,8.0,0.0,2649.0,20829,DE,TOUR_SPED,0
23990,INSCHUTZ,1.0,0.0,0.0,26392,DE,TOUR_SPED,0
23992,REPARATUR,1.0,0.0,225.3,22674,DE,TOUR_SPED,0
23993,INSCHUTZ,1.0,0.0,0.0,26449,DE,TOUR_SPED,0
23994,INSCHUTZ,2.0,0.0,0.0,23345,DE,TOUR_SPED,0
24000,INSCHUTZ,2.0,0.0,0.0,22345,DE,TOUR_SPED,0
24001,REPARATUR,1.0,0.0,218.2,26956,DE,TOUR_SPED,0
24002,JALOUSIE,5.0,0.0,572.0,36726,DE,TOUR_SPED,0
24003,JALOUSIE,4.0,0.0,0.0,37124,DE,TOUR_SPED,0
24004,INSCHUTZ,2.0,0.0,0.0,29777,DE,TOUR_SPED,0
24005,LAMELLE,2.0,0.0,310.0,22009,DE,TOUR_SPED,0
24006,INSCHUTZ,5.0,0.0,0.0,36132,DE,TOUR_SPED,0
24007,INSCHUTZ,2.0,0.0,0.0,20455,DE,TOUR_SPED,0
24008,INSCHUTZ,2.0,0.0,0.0,30395,DE,TOUR_SPED,0
24009,INSCHUTZ,5.0,0.0,0.0,30395,DE,TOUR_SPED,0
24010,REPARATUR,1.0,0.0,200.0,24579,DE,TOUR_SPED,0
24013,INSCHUTZ,3.0,0.0,0.0,15112,DE,TOUR_SPED,0
24014,ROLLO,2.0,7.315,315.5,35950,AT,UPS,0
24015,PLISSEE_20,2.0,1.195,54.7,35950,CH,UPS,0
24016,PLISSEE_20,4.0,3.1,147.4,35950,AT,UPS,0
24017,KOLLEKTION,13.0,4.985,0.0,37409,NZ,UPS,0
24018,PLISSEE_20,1.0,1.575,118.7,35950,DE,UPS,0
24019,PLISSEE_20,1.0,1.63,135.2,35950,DE,UPS,0
24020,ROLLO,1.0,2.535,87.0,35950,DE,UPS,0
24021,ROLLO,1.0,2.3,115.0,33996,IT,UPS,0
24022,PLISSEE_WA,2.0,1.845,127.0,35950,DE,UPS,0
24023,PLISSEE_20,1.0,0.87,71.5,17885,DE,UPS,0
24024,PLISSEE_20,1.0,0.9,73.0,18000,DE,UPS,0
24025,PLISSEE_20,5.0,2.2,90.1,22756,CH,UPS_CH,0
24026,PLISSEE_20,2.0,1.65,76.7,35950,DE,UPS,0
24027,ROLLO,3.0,10.615,200.0,35950,DE,UPS,0
24028,PLISSEE_20,1.0,1.2,112.2,18170,DE,UPS,0
24029,PLISSEE_20,3.0,1.85,210.4,21074,DE,UPS,0
24030,PLISSEE_20,1.0,0.88,77.8,15187,DE,UPS,0
24031,PLISSEE_20,2.0,1.51,72.0,35950,DE,UPS,0
24032,ROLLO,1.0,3.37,116.0,22167,DE,UPS,0
24033,PLISSEE_20,2.0,2.03,198.0,22756,CH,UPS_CH,0
24034,PLISSEE_20,8.0,5.52,495.70000000000005,33989,DE,UPS,0
24035,PLISSEE_20,6.0,3.67,195.0,15876,DE,UPS,0
24036,PLISSEE_20,2.0,1.23,71.2,22578,DE,UPS,0
24037,PLISSEE_20,2.0,1.21,117.7,26007,DE,UPS,0
24038,PLISSEE_20,1.0,0.9,65.2,17409,DE,UPS,0
24039,PLISSEE_20,1.0,1.51,115.0,35950,DE,UPS,0
24040,PLISSEE_20,2.0,0.9,46.5,26956,DE,UPS,0
24041,PLISSEE_20,1.0,0.78,59.3,33535,DE,UPS,0
24042,ROLLO,1.0,1.49,60.9,29035,DE,UPS,0
24043,PLISSEE_20,1.0,1.33,111.0,18166,DE,UPS,0
24044,PLISSEE_20,2.0,0.915,40.9,35950,CH,UPS,0
24045,FVORHANG,2.0,0.73,60.0,15813,DE,UPS,0
24046,PLISSEE_20,1.0,0.57,32.3,18284,DE,UPS,0
24047,PLISSEE_20,2.0,1.78,80.0,20922,DE,UPS,0
24048,PLISSEE_WA,6.0,3.69,134.39999999999998,30078,IT,UPS,0
24049,PLISSEE_20,1.0,1.15,84.3,19244,DE,UPS,0
24050,PLISSEE_20,1.0,0.79,56.5,17813,DE,UPS,0
24051,REPARATUR,1.0,1.14,73.4,27447,BE,UPS,0
24052,PLISSEE_20,1.0,0.96,82.3,26409,DE,UPS,0
24053,PLISSEE_20,2.0,1.75,67.1,35950,AT,UPS,0
24054,REPARATUR,1.0,1.2,78.2,18913,DE,UPS,0
24055,ROLLO,2.0,5.1,207.4,20467,DE,UPS,0
24056,PLISSEE_20,3.0,2.32,246.9,27629,DE,UPS,0
24057,ROLLO,3.0,7.11,142.0,35950,DE,UPS,0
24058,PLISSEE_20,1.0,1.19,77.3,27249,DE,UPS,0
24059,PLISSEE_20,2.0,1.44,150.6,22951,DE,UPS,0
24060,PLISSEE_20,1.0,0.96,72.7,35950,DE,UPS,0
24061,PLISSEE_20,1.0,1.46,129.1,15134,DE,UPS,0
24062,PLISSEE_20,2.0,2.15,104.5,28392,DE,UPS,0
24063,PLISSEE_20,1.0,1.09,101.8,27667,DE,UPS,0
24064,PLISSEE_20,1.0,1.16,103.0,22453,DE,UPS,0
24065,PLISSEE_WA,2.0,3.24,111.2,29198,DE,UPS,0
24066,ROLLO,1.0,1.8,58.5,35950,DE,UPS,0
24067,PLISSEE_20,11.0,6.19,633.3,19955,DE,UPS,0
24068,PLISSEE_20,1.0,1.535,95.9,35950,DE,UPS,0
24069,PLISSEE_20,1.0,0.98,80.0,17398,DE,UPS,0
24070,REPARATUR,1.0,1.02,73.4,27447,BE,UPS,0
24071,LAMELLE,1.0,1.97,130.0,21556,DE,UPS,0
24072,PLISSEE_20,1.0,0.465,25.7,35950,CH,UPS,0
24073,LAMELLE,1.0,3.15,210.0,19840,DE,UPS,0
24074,LAMELLE,1.0,2.935,200.0,20285,DE,UPS,0
24075,ROLLO,4.0,12.705,495.0,27371,FR,UPS,0
24076,PLISSEE_20,1.0,0.81,48.5,35950,DE,UPS,0
24077,PLISSEE_WA,2.0,4.835,194.0,15735,DE,UPS,0
24078,PLISSEE_20,8.0,6.78,503.4,15636,DE,UPS,0
24079,ROLLO,1.0,4.54,210.0,37288,FR,UPS,0
24080,LAMELLE,8.0,5.0649999999999995,216.6,20751,DE,UPS,0
24081,PLISSEE_20,1.0,1.525,109.5,35950,DE,UPS,0
24082,PLISSEE_20,2.0,12.03,374.6,36086,DE,UPS,0
24083,PLISSEE_20,5.0,3.39,222.5,22756,CH,UPS_CH,0
24084,REPARATUR,1.0,1.21,102.5,24415,DE,UPS,0
24085,ROLLO,2.0,2.215,146.0,35950,DE,UPS,0
24086,PLISSEE_20,3.0,1.75,99.5,15246,DE,UPS,0
24087,PLISSEE_20,1.0,0.66,52.5,19082,DE,UPS,0
24088,PLISSEE_20,3.0,1.62,192.7,27358,DE,UPS,0
24089,PLISSEE_20,2.0,0.89,48.0,22756,CH,UPS_CH,0
24090,PLISSEE_20,2.0,1.59,159.5,21613,DE,UPS,0
24091,ROLLO,1.0,2.935,180.0,35950,AT,UPS,0
24092,PLISSEE_20,3.0,2.03,249.5,22453,DE,UPS,0
24093,ROLLO,3.0,3.19,339.0,35950,DE,UPS,0
24094,PLISSEE_20,3.0,2.47,175.9,17309,DE,UPS,0
24095,PLISSEE_20,1.0,3.645,222.7,22756,CH,UPS_CH,0
24096,PLISSEE_WA,1.0,2.67,178.0,15525,DE,UPS,0
24097,LAMELLE,4.0,8.969999999999999,471.5,17195,DE,UPS,0
24098,PLISSEE_20,2.0,2.18,109.0,17208,DE,UPS,0
24099,PLISSEE_20,1.0,0.56,41.5,15581,DE,UPS,0
24100,PLISSEE_20,2.0,2.39,221.1,28984,DE,UPS,0
24101,PLISSEE_20,2.0,1.98,162.0,27482,DE,UPS,0
24102,ROLLO,2.0,2.09,75.5,35950,DE,UPS,0
24103,PLISSEE_20,1.0,0.85,70.8,16395,DE,UPS,0
24104,ROLLO,3.0,1.57,74.0,35950,DE,UPS,0
24105,ROLLO,3.0,1.235,80.0,35950,DE,UPS,0
24106,PLISSEE_20,1.0,1.185,80.0,35950,DE,UPS,0
24107,ROLLO,1.0,1.965,79.5,35950,DE,UPS,0
24109,PLISSEE_20,1.0,1.635,120.5,35950,DE,UPS,0
24110,ROLLO,1.0,2.14,113.8,35950,CH,UPS,0
24111,PLISSEE_20,1.0,1.075,75.7,35950,CH,UPS,0
24112,PLISSEE_20,1.0,1.145,85.4,35950,DE,UPS,0
24113,ROLLO,3.0,7.635,135.0,35950,DE,UPS,0
24114,PLISSEE_WA,2.0,1.275,96.9,35950,DE,UPS,0
24115,ROLLO,2.0,4.18,308.0,35950,DE,UPS,2
24116,PLISSEE_20,3.0,2.475,140.9,35950,DE,UPS,0
24117,PLISSEE_20,4.0,1.9,50.7,16098,DE,UPS,0
24118,PLISSEE_20,1.0,0.69,52.9,17885,DE,UPS,0
24119,PLISSEE_WA,1.0,2.06,99.5,35950,DE,UPS,0
24120,PLISSEE_20,1.0,1.28,91.1,16255,DE,UPS,0
24121,PLISSEE_20,1.0,1.17,99.9,16402,DE,UPS,0
24122,REPARATUR,1.0,1.93,95.7,33754,DE,UPS,0
24123,PLISSEE_20,2.0,1.31,65.0,22948,DE,UPS,0
24124,PLISSEE_20,1.0,0.98,77.1,18000,DE,UPS,0
24125,PLISSEE_WA,2.0,1.35,71.8,20827,DE,UPS,0
24126,PLISSEE_WA,1.0,0.82,54.0,15494,DE,UPS,0
24127,ROLLO,1.0,1.545,105.0,35950,DE,UPS,0
24128,PLISSEE_WA,4.0,2.885,70.3,35950,AT,UPS,0
24129,PLISSEE_20,2.0,1.47,161.5,23334,DE,UPS,0
24130,PLISSEE_20,2.0,1.28,139.0,27746,DE,UPS,0
24131,PLISSEE_20,1.0,0.93,75.0,15501,DE,UPS,0
24132,PLISSEE_20,2.0,1.58,64.4,28822,DE,UPS,0
24133,PLISSEE_20,3.0,1.87,199.20000000000002,27049,DE,UPS,0
24134,PLISSEE_20,3.0,1.81,133.39999999999998,29469,DE,UPS,0
24135,PLISSEE_20,3.0,2.43,153.0,16404,DE,UPS,0
24136,PLISSEE_20,3.0,2.32,162.3,25760,DE,UPS,0
24137,PLISSEE_20,2.0,2.13,106.7,20581,DE,UPS,0
24138,PLISSEE_20,4.0,3.83,212.0,27629,DE,UPS,0
24139,PLISSEE_20,2.0,1.5,168.5,19840,DE,UPS,0
24140,PLISSEE_20,5.0,3.94,396.4,26823,DE,UPS,0
24141,LAMELLE,1.0,1.95,132.7,19028,DE,UPS,0
24142,LAMELLE,2.0,12.405000000000001,238.5,22756,CH,UPS_CH,0
24143,SCHNUR,50.0,0.115,0.0,22756,CH,UPS_CH,0
24144,PLISSEE_20,1.0,1.07,77.0,22756,CH,UPS_CH,0
24145,PLISSEE_20,1.0,1.24,87.2,19041,DE,UPS,0
24146,PLISSEE_20,2.0,1.6,166.3,27210,DE,UPS,0
24147,PLISSEE_20,17.0,17.82,805.3,15635,DE,UPS,0
24148,PLISSEE_20,1.0,1.3,111.3,20599,DE,UPS,0
24149,PLISSEE_20,1.0,0.71,56.1,15246,DE,UPS,0
24150,PLISSEE_20,2.0,1.59,199.0,16402,DE,UPS,0
24151,PLISSEE_20,7.0,5.43,542.9,15003,DE,UPS,0
24152,PLISSEE_WA,6.0,3.795,122.0,35950,DE,UPS,0
24153,PLISSEE_20,10.0,7.01,850.1,19767,DE,UPS,0
24154,ROLLO,1.0,9.815,180.0,35950,DE,UPS,0
24155,PLISSEE_20,6.0,3.29,360.2,15971,DE,UPS,0
24156,PLISSEE_WA,2.0,1.78,182.5,16098,DE,UPS,0
24157,PLISSEE_20,3.0,2.34,232.7,27280,DE,UPS,0
24158,PLISSEE_WA,2.0,1.95,164.2,35950,DE,UPS,0
24159,PLISSEE_20,1.0,1.22,96.5,16907,DE,UPS,0
24160,PLISSEE_20,2.0,1.84,223.7,25532,DE,UPS,0
24161,PLISSEE_WA,1.0,1.435,77.2,35950,DE,UPS,0
24162,PLISSEE_WA,2.0,1.745,90.0,35950,DE,UPS,0
24163,PLISSEE_20,11.0,6.305,432.2,26947,DE,UPS,0
24164,PLISSEE_20,2.0,1.32,66.7,35950,AT,UPS,0
24165,PLISSEE_WA,7.0,7.475,588.6,20686,DE,UPS,0
24166,PLISSEE_20,4.0,2.935,67.2,35950,DE,UPS,0
24167,PLISSEE_WA,4.0,1.46,29.2,35950,CH,UPS,0
24168,PLISSEE_WA,5.0,4.485,238.0,35950,DE,UPS,0
24169,PLISSEE_20,2.0,1.66,64.7,35950,DE,UPS,0
24170,ROLLO,2.0,2.785,96.0,35950,DE,UPS,0
24171,PLISSEE_20,6.0,4.49,264.1,15540,DE,UPS,0
24172,ROLLO,9.0,12.01,756.9,27942,DK,UPS,0
24173,ROLLO,6.0,3.175,207.3,35950,DE,UPS,0
24174,FVORHANG,8.0,3.5,240.0,18280,DE,UPS,0
24175,JALOUSIE,1.0,2.925,62.0,17970,DE,UPS,0
24176,KOLLEKTION,43.0,11.19,0.0,29351,BE,UPS,0
24177,PLISSEE_20,3.0,2.15,171.2,35950,DE,UPS,0
24178,PLISSEE_WA,4.0,6.175,71.0,16575,DE,UPS,0
24179,FVORHANG,8.0,2.02,135.0,17208,DE,UPS,0
24180,ROLLO,3.0,8.99,156.0,35950,DE,UPS,0
24181,PLISSEE_20,14.0,15.585,1622.7,23386,DE,UPS,0
24182,ROLLO,12.0,10.89,526.0,35950,DE,UPS,0
24183,PLISSEE_WA,41.928,15.23,753.3,35963,FR,UPS,0
24184,ROLLO,2.0,2.195,94.6,35950,DE,UPS,0
24185,PLISSEE_20,16.0,8.74,813.1,27477,BE,UPS,0
24186,ROLLO,7.0,12.005,540.0,35035,FR,UPS,0
24187,PLISSEE_WA,2.0,1.975,153.0,35950,DE,UPS,0
24188,PLISSEE_20,28.96,13.795,170.4,15745,DE,UPS,0
24189,ROLLO,3.0,8.5,145.0,35950,CH,UPS,0
24190,KOLLEKTION,10.0,7.4,0.0,35301,DE,UPS,0
24191,FALTROLLO,3.0,7.815,428.0,17813,DE,UPS,0
24192,PLISSEE_WA,4.0,3.19,79.5,35950,DE,UPS,0
24193,ROLLO,23.0,25.005000000000003,589.0,30160,FR,UPS,10
24194,ROLLO,2.0,12.26,468.0,15945,DE,UPS,0
24195,PLISSEE_WA,44.0,0.0,245.5,24163,DE,KEP,0
24196,LAMELLE,3.0,4.015,221.5,30160,FR,UPS,0
24197,PLISSEE_20,4.0,2.56,120.5,34470,DE,UPS,0
24198,PLISSEE_20,4.0,2.25,64.4,35950,DE,UPS,0
24199,PLISSEE_20,3.0,3.6,348.0,15903,DE,UPS,0
24200,PLISSEE_20,2.0,1.57,168.5,20751,DE,UPS,0
24201,FVORHANG,1.0,0.64,60.0,17534,DE,UPS,0
24202,ROLLO,11.0,28.564999999999998,554.0,35950,DE,UPS,10
24203,PLISSEE_WA,5.0,1.6,125.8,29198,DE,UPS,0
24204,PLISSEE_20,2.0,1.68,188.6,26268,DE,UPS,0
24205,PLISSEE_20,6.0,3.06,101.4,22756,CH,UPS_CH,0
24206,PLISSEE_20,1.0,0.43,32.0,25556,DE,UPS,0
24207,PLISSEE_WA,2.0,0.7,37.6,25986,DE,UPS,0
24208,PLISSEE_20,2.0,1.1,115.6,18284,DE,UPS,0
24209,PLISSEE_20,1.0,0.62,48.0,15932,DE,UPS,0
24210,PLISSEE_WA,1.0,1.16,59.5,25735,DE,UPS,0
24211,ROLLO,6.0,2.56,160.6,35950,DE,UPS,0
24212,PLISSEE_20,1.0,0.99,91.3,16312,DE,UPS,0
24213,ROLLO,2.0,3.72,184.0,35950,AT,UPS,0
24214,PLISSEE_20,2.0,0.91,52.2,30033,IT,UPS,0
24215,PLISSEE_20,4.0,2.08,50.6,29198,DE,UPS,0
24216,PLISSEE_WA,3.0,2.19,164.10000000000002,29198,DE,UPS,0
24217,PLISSEE_20,3.0,2.21,150.8,27049,DE,UPS,0
24218,PLISSEE_20,1.0,0.9,82.0,17241,DE,UPS,0
24219,PLISSEE_20,1.0,1.16,105.8,18284,DE,UPS,0
24220,PLISSEE_20,2.0,0.57,27.6,22756,CH,UPS_CH,0
24221,PLISSEE_20,2.0,1.81,208.0,15230,DE,UPS,0
24222,PLISSEE_20,2.0,1.15,103.6,17718,DE,UPS,0
24223,ROLLO,6.0,2.71,97.0,35950,DE,UPS,0
24224,PLISSEE_20,3.0,2.02,75.5,20751,DE,UPS,0
24225,PLISSEE_20,2.0,1.71,145.0,23005,DE,UPS,0
24226,PLISSEE_WA,3.0,1.62,144.10000000000002,15063,DE,UPS,0
24227,PLISSEE_20,1.0,0.67,51.5,29028,DE,UPS,0
24228,PLISSEE_20,1.0,0.37,29.0,29912,DE,UPS,0
24229,ROLLO,3.0,10.095,236.0,35950,DE,UPS,0
24230,PLISSEE_20,2.0,1.84,182.0,29022,DE,UPS,0
24231,PLISSEE_20,1.0,1.43,119.4,15134,DE,UPS,0
24232,ROLLO,1.0,2.25,100.0,30110,IT,UPS,0
24233,PLISSEE_20,1.0,1.12,82.5,15569,DE,UPS,0
24234,PLISSEE_20,6.0,3.64,162.0,22756,CH,UPS_CH,0
24235,ROLLO,2.0,2.51,193.7,35950,DE,UPS,0
24236,ROLLO,7.0,10.31,376.0,35950,AT,UPS,0
24237,PLISSEE_WA,2.0,2.585,87.2,35950,DE,UPS,0
24238,ROLLO,1.0,2.895,153.0,35950,DE,UPS,0
24239,PLISSEE_20,13.0,8.245,587.8,35950,DE,UPS,0
24240,FALTROLLO,1.0,3.21,180.0,17577,DE,UPS,0
24241,PLISSEE_WA,1.0,2.715,188.0,15594,DE,UPS,0
24242,FALTROLLO,1.0,4.23,226.0,17312,DE,UPS,0
24243,FALTROLLO,2.0,6.865,272.0,23533,DE,UPS,0
24244,ROLLO,1.0,2.82,91.0,35950,DE,UPS,0
24245,LAMELLE,3.0,7.050000000000001,301.0,22051,DE,UPS,0
24246,REPARATUR,2.0,1.64,134.0,36299,FR,UPS,0
24247,ROLLO,1.0,1.495,120.0,34203,DE,UPS,0
24248,ROLLO,1.0,2.65,87.2,35950,DE,UPS,0
24249,ROLLO,1.0,3.825,155.0,22945,DE,UPS,0
24250,LAMELLE,4.0,8.21,461.70000000000005,29139,DE,UPS,0
24251,ROLLO,7.0,2.44,238.0,35950,DE,UPS,0
24252,ROLLO,1.0,3.605,140.0,30168,IT,UPS,0
24253,ROLLO,6.0,5.11,170.0,15673,DE,UPS,0
24255,ROLLO,2.0,2.36,161.0,35950,DE,UPS,0
24256,ROLLO,2.0,2.925,252.1,35950,DE,UPS,0
24257,INSCHUTZ,1.0,6.69,0.0,36795,DE,UPS,0
24258,ROLLO,6.0,10.09,648.0,35950,DE,UPS,0
24259,LAMELLE,6.0,18.68,946.0,37288,FR,UPS,0
24260,ROLLO,8.0,3.44,150.0,29444,FR,UPS,0
24261,LAMELLE,2.0,8.165,265.0,30033,IT,UPS,0
24262,ROLLO,1.0,2.235,108.0,35950,DE,UPS,0
24263,ROLLO,2.0,8.775,245.0,35987,IT,UPS,0
24264,PLISSEE_20,1.0,1.01,73.7,34816,IT,UPS,0
24265,PLISSEE_20,1.0,1.26,102.5,17348,DE,UPS,0
24266,PLISSEE_20,9.0,3.73,163.2,15349,DE,UPS,0
24267,PLISSEE_20,1.0,0.91,80.9,22453,DE,UPS,0
24268,ROLLO,6.0,2.375,200.0,35950,DE,UPS,0
24269,PLISSEE_20,2.0,1.2,65.8,16099,DE,UPS,0
24270,KOLLEKTION,20.0,11.79,0.0,37414,FR,UPS,0
24271,FVORHANG,4.0,2.04,150.0,15207,DE,UPS,0
24272,FVORHANG,3.0,0.93,60.0,22971,DE,UPS,0
24273,PLISSEE_WA,4.0,2.53,112.0,18457,DE,UPS,0
24274,PLISSEE_20,3.0,3.39,202.0,27321,DE,UPS,0
24275,WERBEMITTE,185.0,8.09,0.0,35425,DE,UPS,0
24276,PLISSEE_20,3.0,3.29,332.9,15160,DE,UPS,0
24277,PLISSEE_20,2.0,1.67,200.1,15134,DE,UPS,0
24278,PLISSEE_20,2.0,1.28,77.8,15849,DE,UPS,0
24279,PLISSEE_20,1.0,0.94,76.4,22453,DE,UPS,0
24280,PLISSEE_20,1.0,1.06,103.4,15133,DE,UPS,0
24281,KOLLEKTION,15.0,6.695,0.0,16466,DE,UPS,0
24283,PLISSEE_20,2.0,1.31,61.1,34697,DE,UPS,0
24284,KOLLEKTION,4.0,2.395,0.0,17208,DE,UPS,0
24285,PLISSEE_20,3.0,1.53,49.4,22756,CH,UPS_CH,0
24286,PLISSEE_20,2.0,0.92,46.7,22756,CH,UPS_CH,0
24287,PLISSEE_20,1.0,0.96,68.0,25897,DE,UPS,0
24288,KOLLEKTION,12.0,4.5,0.0,27575,DE,UPS,0
24289,PLISSEE_20,3.0,1.9,191.9,35888,DE,UPS,0
24290,PLISSEE_20,4.0,2.39,128.0,15552,DE,UPS,0
24291,KOLLEKTION,92.0,10.535,0.0,35598,DE,UPS,0
24292,PLISSEE_20,2.0,1.36,68.8,17348,DE,UPS,0
24293,ROLLO,1.0,3.22,125.0,35950,DE,UPS,0
24294,PLISSEE_20,2.0,0.76,39.0,22756,CH,UPS_CH,0
24295,KOLLEKTION,24.0,5.52,0.0,24210,DE,UPS,0
24296,PLISSEE_20,2.0,1.26,73.9,22756,CH,UPS_CH,0
24297,KOLLEKTION,12.0,4.35,0.0,33833,DE,UPS,0
24298,KOLLEKTION,8.0,5.435,0.0,25225,DE,UPS,0
24299,PROSPEKTE,350.0,7.12,0.0,35507,DE,UPS,0
24300,LAMELLE,1.0,3.16,231.4,30093,IT,UPS,0
24301,ROLLO,1.0,3.69,169.0,18091,DE,UPS,0
24302,PLISSEE_20,6.0,5.585,473.2,35950,DE,UPS,0
24303,LAMELLE,3.0,7.885,299.0,22051,DE,UPS,0
24304,PLISSEE_20,1.0,0.94,71.8,17577,DE,UPS,0
24305,PLISSEE_WA,2.0,1.74,157.3,22756,CH,UPS_CH,0
24306,PLISSEE_20,3.0,2.72,238.5,23005,DE,UPS,0
24307,FALTROLLO,1.0,1.65,112.0,17885,DE,UPS,0
24308,ROLLO,1.0,1.93,130.0,22336,DE,UPS,0
24309,PLISSEE_20,6.0,5.44,562.4,35950,DE,UPS,0
24310,PLISSEE_20,3.0,2.46,199.8,24321,DE,UPS,0
24311,PLISSEE_20,2.0,1.68,77.7,26528,DE,UPS,0
24312,PLISSEE_20,2.0,1.02,118.5,16402,DE,UPS,0
24313,PLISSEE_20,1.0,0.87,60.5,16091,DE,UPS,0
24314,PLISSEE_20,4.0,3.64,156.8,29399,DE,UPS,0
24315,PLISSEE_WA,12.0,4.2,258.5,19573,DE,UPS,0
24316,PLISSEE_20,2.0,1.17,43.7,35950,DE,UPS,0
24317,REPARATUR,2.0,1.865,107.5,35950,DE,UPS,0
24318,PLISSEE_20,3.0,1.91,146.7,34421,IT,UPS,0
24319,PLISSEE_20,2.0,1.215,95.8,35950,DE,UPS,0
24320,PLISSEE_20,6.0,4.4,320.1,30900,DE,UPS,0
24321,PLISSEE_20,1.0,0.74,60.0,25224,DE,UPS,0
24322,PLISSEE_20,1.0,0.62,43.0,20502,DE,UPS,0
24323,PLISSEE_20,2.0,1.55,143.0,35950,CH,UPS,0
24324,PLISSEE_20,1.0,0.9,73.0,33135,DE,UPS,0
24325,KOLLEKTION,4.0,1.21,0.0,30539,LU,UPS,0
24326,PLISSEE_WA,1.0,1.01,62.7,29430,DE,UPS,0
24327,KOLLEKTION,1.0,0.92,0.0,26528,DE,UPS,0
24328,PLISSEE_20,1.0,0.81,73.9,28333,DE,UPS,0
24329,ROLLO,3.0,1.495,73.0,35950,DE,UPS,0
24330,ROLLO,3.0,1.86,99.0,35950,DE,UPS,0
24331,ROLLO,1.0,2.05,123.3,35950,DE,UPS,0
24332,PLISSEE_20,1.0,1.405,106.5,35950,DE,UPS,0
24333,ROLLO,1.0,1.61,94.8,35950,CH,UPS,0
24334,PLISSEE_20,4.0,2.32,260.9,29198,DE,UPS,0
24335,ROLLO,1.0,2.54,121.8,35950,DE,UPS,0
24336,PLISSEE_20,1.0,1.045,87.4,35950,DE,UPS,0
